Variable,Direct,Indirect,Total
BCR,0.02028387086178007,-0.03522901961010305,-0.01494514874832298
BHV,0.001419298579770967,-0.01101619385118191,-0.009596895271410943
SVF,8.42738230109694,3.343367725360849,11.77075002645779
NDVI,-21.4459658099459,-10.58757431735557,-32.03354012730148
EV,-0.01140317472105518,0.003947883144803876,-0.007455291576251299
WR,-0.1133569528788703,-0.03935687033975022,-0.1527138232186205
Dist_P,-0.05596021624295844,0.0,-0.05596021624295844
Dist_M,0.01716700925928816,0.0,0.01716700925928816
Dist_W,-0.09821148580126149,0.0,-0.09821148580126149
